Molecule ChEMBL ID,-logIC50,GETAWAY_18,GETAWAY_19,GETAWAY_20,GETAWAY_24,GETAWAY_59,GETAWAY_60,GETAWAY_94,GETAWAY_95,GETAWAY_96,GETAWAY_100,GETAWAY_141,GETAWAY_145,GETAWAY_148,GETAWAY_149,GETAWAY_150,GETAWAY_153,GETAWAY_202,GETAWAY_203,GETAWAY_204,GETAWAY_229,GETAWAY_237,GETAWAY_238,GETAWAY_257,GETAWAY_258,WHIM_19,WHIM_77,WHIM_84,WHIM_101,MORSE_22,MORSE_40,MORSE_42,MORSE_43,MORSE_45,MORSE_75,MORSE_77,MORSE_90,MORSE_94,MORSE_193,MORSE_194,MORSE_197,MORSE_200,MORSE_203,MORSE_205,MORSE_206,MORSE_210,MORSE_211,MORSE_214,MORSE_216,MORSE_218,MORSE_219,MORSE_223,RDF_25,RDF_26,RDF_27,RDF_28,RDF_29,RDF_182,AUTOCORR3D_4,AUTOCORR3D_5,AUTOCORR3D_8,AUTOCORR3D_9,AUTOCORR3D_26,AUTOCORR3D_27,AUTOCORR3D_28,BalabanJ,Kappa3,PEOE_VSA3,PEOE_VSA4,JGI2,JGI3,JGI4,max_abs_charge,aliphaticHeterocycles,aliphaticRings,aromaticHeterocycles,HAcceptors,rotatableBonds,satureatedRings
CHEMBL5277700,9.210340372,-0.564575901,-0.357798069,-0.89508638,-0.854561653,-0.663953536,-0.64497165,1.006430381,1.617155272,1.580111069,-0.501988708,-0.437734995,1.805088614,-0.377370143,-0.978860624,-2.317347373,-1.007825645,-1.198002268,-1.420846503,-2.30002826,-0.042043562,-1.074180006,-0.32654045,-1.555338714,-0.955292122,-1.326553986,-0.732273632,-1.655596398,-2.460286491,1.083785825,1.467648919,-0.598830273,-0.68846867,0.252267221,-0.438361375,-0.093445264,1.426576368,0.188228247,-0.834244773,1.011319311,0.828208189,0.947329,0.012222375,0.034093705,0.142434029,-1.157126686,0.103633794,0.977667415,-1.473773599,0.819381293,-0.278923514,1.253009338,-0.735574412,-0.64944308,-0.560148712,-0.475294174,-0.407218359,-1.099202009,0.774391886,0.893453501,-0.392513475,-0.109018477,-0.450907495,-1.106365809,-1.275389691,1.832116759,-1.391218745,-0.301293126,-0.705658395,-0.318506547,0.13751965,-1.30105711,-0.233044377,-0.417060297,-0.629914857,-0.191692329,0.193992556,-1.061475895,-0.499087154
CHEMBL3682545,19.17570333,-0.750668556,-0.207620384,-0.193352392,-0.303429422,-0.312723566,-0.677662611,-1.020972217,-1.335278953,-1.125506175,-0.62337921,-0.282074255,-0.757437862,1.011632,0.475964508,0.782709422,-0.009611401,0.683276505,0.677234675,0.859893224,-0.73690069,0.837343831,0.635754152,0.725141734,0.257186814,0.060056093,0.139875757,1.262760512,0.218714056,-1.447448773,-1.001309873,0.856645708,-0.428563835,0.169503591,-0.289888529,0.001542461,0.298618013,-0.274999106,1.028379835,-0.168552697,-0.310165952,-0.476920667,-0.661373341,1.396041681,-1.541007284,0.833029903,0.357469165,-0.685606707,1.683138395,0.831884752,-0.543462273,-1.04630371,-0.687171625,-0.64944308,-0.560148712,-0.475294174,-0.407218359,0.885499451,-0.967068125,-0.952151647,-0.480392907,0.100658929,-1.016616508,-0.694629488,-0.166502616,-0.00872572,0.611154569,1.102142134,0.948454501,2.415263555,0.561708762,0.081582741,0.014449498,-0.417060297,-0.629914857,-0.191692329,0.193992556,1.591537744,-0.499087154
CHEMBL2443080,12.93050412,1.792597727,1.998836371,0.767483375,-1.073041182,-0.101985583,-0.51420781,-0.35745864,-0.183109499,0.150728374,0.104963806,-1.162602918,0.792998325,0.414128285,2.307443397,1.530012617,-0.233847934,-0.800246184,1.874700672,0.889641439,-0.339839474,-1.049568111,-0.367010784,-1.069141769,-0.88619927,-0.213449565,-0.044568162,-1.075820892,-1.450401468,-0.700997739,0.362090524,-0.758559432,0.221198253,0.705289197,-0.145657765,0.827935675,1.469487828,0.841211383,-0.644642715,0.76454438,1.046143707,0.539510576,0.576863304,0.520072185,0.223992769,-0.433128124,0.837053004,0.697763679,-0.405066913,0.684969099,-0.744856157,1.035160115,0.109745684,-0.022785075,-0.12728873,0.146935676,-0.407218359,-0.646839529,1.057193085,-0.145553841,-1.007669504,-0.901133122,-1.158043762,-1.312233969,-1.097967759,-1.499922739,-1.040517248,-0.85106001,-0.705658395,-1.308757637,-2.746527123,1.076859524,0.157502179,3.293925204,2.344556742,-1.331390355,-1.258730324,-1.945813775,1.579912839
CHEMBL5283563,11.95921257,2.598999231,1.351917113,0.27087163,-0.839761427,0.21412139,-0.023843407,0.195469341,0.176943455,0.354925902,-0.319902953,-0.313438733,2.214231497,-0.780879146,-0.569249665,-0.27924775,-1.271846079,-1.482881625,-1.008274185,-0.425890727,0.156487047,-1.24646327,-0.600839379,-1.149658461,-0.161395126,-1.294751003,-0.791302085,-1.554267682,-1.899239256,1.129242779,1.551569194,-0.488363378,-0.898271369,0.252267221,-0.491387392,0.252310057,1.739216999,0.244038772,-0.772919321,0.990490661,1.213538106,0.941544341,-0.002207337,0.161629494,0.202167191,-0.534896028,-0.422293432,1.318997988,-1.12700536,0.315075079,0.098988999,1.002445555,-0.735574412,-0.64944308,-0.560148712,-0.475294174,-0.407218359,-0.684054535,1.176267273,0.633701666,0.366445264,0.434589613,-0.822154035,-0.948005686,-0.96490131,1.905728087,-1.452548312,-0.830163336,-0.705658395,0.485543483,-0.034991055,-1.014295025,0.238864515,-0.417060297,-0.629914857,-0.191692329,-0.290248404,-1.061475895,-0.499087154
CHEMBL3889714,10.05431044,-1.383383583,-0.611944921,0.216892093,-0.845399608,-0.453215554,0.564593877,-0.320596774,0.032922273,-0.410814828,0.529830566,-0.309953791,0.405389278,-0.268733104,-0.635164072,-0.987219198,2.077235044,-1.031374719,-1.063619252,-1.281978242,-0.538370082,1.00142313,-0.749230602,-1.295827224,-1.062620824,-1.046687732,-1.010459213,-0.600137613,-0.496621169,-0.739277279,-0.052645904,-0.180847427,0.296351459,0.889692373,-0.052331976,0.951419718,-0.007892409,-0.950306451,-1.172344117,0.984945157,0.760328146,0.402458667,0.322147508,0.920579311,0.583827632,-0.991560123,1.280123872,0.485619445,-1.392200499,0.752696174,-0.225346044,1.230703957,-0.735574412,-0.64944308,-0.560148712,-0.475294174,-0.407218359,0.115549154,0.506474961,1.494984068,0.398401421,-0.714753206,0.680510532,0.097171128,-0.728338734,1.066419733,-0.021627109,-1.379930219,-0.705658395,-1.413546112,-0.030410118,-0.144302217,0.311323128,-0.417060297,-0.629914857,-1.331390355,-0.774489364,0.707199864,-0.499087154
CHEMBL4238340,11.51292546,-0.167578238,0.081182856,0.076545295,0.02640419,0.811212341,1.708777484,1.301325304,2.985356499,2.243753034,1.258173583,1.194379478,0.103915575,-1.044711955,-0.762284715,-1.044429012,-0.508718523,-0.558367485,-0.892552681,-0.888640735,2.935915562,-0.212763685,-0.857151492,-0.53401545,-0.230487978,-0.836788041,-0.381622227,-0.5130758,-0.67896152,0.600506629,0.202763627,-0.63615017,0.556256294,-0.003283637,0.793963247,-0.589281192,-0.510569502,0.110093513,-0.998279079,-0.468769122,-0.497297211,-0.817770544,-0.913579622,0.023577596,0.044506106,-0.491502607,1.43073988,0.342184612,0.862453563,-1.607852847,1.175800476,-0.572686115,-0.459974872,-0.64944308,-0.560148712,-0.475294174,-0.407218359,1.087587311,0.99765599,0.702057412,0.246609673,0.015234801,1.069435479,0.698939596,0.735392205,-0.280651448,-0.369295089,-0.830163336,0.948454501,-0.409399159,-1.235879527,-0.795474703,-0.915475371,-0.417060297,-0.629914857,2.087703724,0.193992556,-0.619306956,-0.499087154
CHEMBL3927494,11.51292546,0.328668842,0.323777578,0.724299745,0.527497561,0.635597355,0.237684275,-0.210011178,-0.615173045,-0.615012355,0.408440063,-0.338994974,-0.391362651,0.996112423,-0.99298514,0.339333363,-0.175980442,1.371287028,-0.520231321,0.902862868,-0.042043562,0.435349547,1.661002607,0.736909558,1.403591517,1.573878105,0.669852082,0.68968034,1.214572898,1.770425078,-1.574156962,-0.78095137,0.950810622,-0.128155079,0.986977946,-0.076347474,-0.050803868,-1.034022238,-0.133699004,-0.276789053,-1.392280819,-1.286772855,0.642947206,-0.710312556,0.241223489,0.058663978,1.553620073,1.157198431,0.970116845,-1.275469207,1.294436303,0.008369065,0.397939827,0.191058812,0.66022401,0.036151863,-0.405695491,0.953405717,-0.341928634,-0.213909588,-1.263318763,-0.637094907,-0.751440408,-0.97967771,-0.343924548,-0.740412754,-0.238556387,-0.301293126,0.948454501,0.451688745,1.428051281,0.841450758,-0.50562149,-0.417060297,-0.629914857,2.087703724,1.646715435,-0.619306956,-0.499087154
CHEMBL2443077,17.75285137,0.862134452,1.779345908,1.080564693,4.94924132,1.65416427,0.335757155,2.407181266,0.104932864,0.55912343,1.500954588,-1.249726466,-0.585167175,0.010619282,1.271645568,1.029426744,-0.635303663,0.672526341,1.462128354,0.840061081,3.829303299,-0.836265022,0.311991482,-0.141341739,-0.185879486,1.612041685,0.809024857,-0.375417031,1.677436867,-0.945029808,-2.268627637,-1.057118607,2.103159771,-0.536165256,0.649732482,0.297904165,1.156847197,0.076607198,0.924715673,-1.11435822,-0.399074052,-1.640638214,0.017241406,-1.135655599,1.451968726,0.515069778,-1.39094044,-1.043085574,-0.012062909,1.737343635,-0.21912723,0.360794089,1.39735859,1.181981077,0.556854462,0.2747087,0.90815951,1.039400551,0.655317697,-0.377963378,-1.239351645,-0.753582355,-1.317149422,-1.264725932,-0.772694217,-1.571970657,0.279497263,-0.85106001,-0.705658395,-0.68742362,-0.369707448,2.340922734,1.489041287,3.293925204,2.344556742,-1.331390355,-0.290248404,-1.503644835,1.579912839
CHEMBL3577885,16.08853685,-0.713450025,-0.34624594,-0.214944207,-0.488784635,-0.488338551,-0.318062049,-0.173149313,0.536996409,0.30387652,-0.319902953,-0.742086591,0.060847903,-0.276492892,0.292345802,-0.304277044,0.286959497,-0.778745855,0.20428592,-0.5283568,-0.439104778,0.894771585,-0.915608641,-0.078167104,-0.683280942,-0.741379091,-0.675804679,-0.164019715,0.078452247,-1.418739118,-0.42359784,-0.815285675,1.766536039,-0.135415046,1.358160061,-0.262523416,-1.381059102,-1.603289587,0.329558928,0.970091129,0.359688329,0.004318422,1.789168292,0.403276252,0.752975864,-1.018422716,0.10117619,-0.422484531,0.258416317,-0.363758594,-0.323890319,0.049262264,-0.735574412,-0.64944308,-0.560148712,-0.475294174,-0.407218359,-0.788286204,-0.193085898,0.209896039,0.853776664,0.58990621,0.344620805,0.683103583,0.646681239,-0.293029545,0.000149415,-0.366767233,-0.705658395,-0.446498184,-1.311436541,-0.105167133,0.014447641,-0.417060297,-0.629914857,-0.191692329,-0.774489364,0.265030924,-0.499087154
CHEMBL3353585,12.91048302,0.068139125,-0.531080013,-0.03141378,0.344961438,0.846335338,1.708777484,0.121745611,0.609007,0.099678992,0.590525817,1.661361698,-0.068355112,-1.611176516,-0.701078479,-0.229189163,-0.165130287,-0.18211173,-0.575576388,0.102966425,-0.24057417,-0.393250914,-0.933595456,0.729477248,0.485931111,-1.288390406,-0.54079109,-0.148899044,0.190661694,-0.191401359,-0.483193397,0.453590821,-0.364370472,-0.629092841,0.348544709,-0.665271373,-0.449267417,-1.776302213,0.720983022,0.122586266,-1.354559436,-0.022268758,0.032089371,0.20145646,-1.532391924,1.795433985,-1.70024744,-0.908199837,0.442368611,-0.421066118,0.524738539,-1.253000243,-0.735574412,-0.64944308,-0.560148712,-0.475294174,-0.407218359,-0.160820451,0.149252395,0.55167477,0.526226051,0.209380547,1.635144492,1.348216101,0.587540595,1.223922276,0.145029267,1.102142134,1.609269981,1.103053906,0.241828448,0.377311989,0.014449498,-0.417060297,-0.629914857,-0.191692329,0.193992556,0.265030924,-0.499087154
CHEMBL3577881,16.17997105,-0.527357371,-0.496423625,-0.528025525,-0.469051,-0.804445525,-0.51420781,-0.210011178,0.248954046,0.150728374,-0.653726836,-0.690974109,0.060847903,-0.664482318,0.226431395,-0.436574739,0.106123584,-0.939998322,0.20428592,-0.61099073,-0.439104778,0.484573337,-1.135947125,0.040130496,-0.677914507,0.378085927,-0.601739168,-0.280963389,1.046258727,-0.145944405,-0.815225787,-0.733181902,-0.051232116,0.499106119,-0.183836496,0.468882072,0.267966971,-0.487079098,-0.378098577,0.631254229,0.431534189,-0.023158705,-0.058462304,0.187360399,1.374143308,-0.958756763,0.342021369,0.498601405,-0.766036137,0.48751863,-0.365508533,0.273431346,-0.735574412,-0.64944308,-0.560148712,-0.475294174,-0.407218359,-0.952862525,-0.029358888,0.346607532,1.349097103,0.807349446,0.662832125,1.047331867,0.838888332,-0.319142303,-0.128210342,0.131312006,-0.065339637,-0.666928227,-0.476270218,-0.245604706,0.014447641,-0.417060297,-0.629914857,0.948005698,-0.290248404,0.265030924,-0.499087154
CHEMBL3687396,19.69364642,-1.234509459,-1.108686494,-0.949065917,-0.112436027,-1.050306504,-0.971881252,-0.873524756,-1.119247181,-1.329703703,-0.805464965,-0.720015292,-1.209648417,0.538284901,-0.545708805,-0.232764776,0.652248043,1.118658164,-0.681235153,-0.316813939,-0.538370082,1.06705485,0.874079451,-0.387227328,-0.274425666,-0.639609543,0.147394286,1.109756396,0.401054407,-1.2704059,0.368171703,1.177596821,-1.994255614,-0.987735238,-1.223146418,-0.572183402,-0.387965333,-0.414525417,0.684415963,-1.082636617,-0.847211453,-0.001799966,-2.117728685,-0.967845351,0.000854949,1.063944892,-0.392100013,-1.303674685,0.472421859,0.775619183,-0.894586051,-0.477144733,-0.366132734,-0.51810589,0.12399448,-0.475294174,-0.133101987,-0.637350444,-0.981952399,-0.241251886,0.590138365,1.382020855,0.185515145,0.413891374,0.691036722,0.234718204,1.013623644,1.102142134,-0.705658395,0.311970778,0.300629976,0.811527019,1.489041027,-0.417060297,-0.629914857,-0.191692329,0.193992556,1.149368804,-0.499087154
CHEMBL3687332,17.08567968,-0.849917972,-0.819883254,-0.582005062,-0.399278506,-0.593707542,-0.187298208,-0.246873044,0.392975228,0.252827138,-0.168164825,0.786641272,-0.71437019,0.499485959,0.292345802,-0.168403736,0.326743398,-0.235862552,-0.007031608,-0.283760367,-0.339839474,0.230250423,-0.393991006,-0.486944154,-0.370015291,-0.595085367,-0.073362529,0.552470922,-0.67896152,-1.657986245,-0.683872314,0.780513118,-0.461443362,-0.123799098,-0.448966579,-0.560784875,0.35378989,-0.732645406,-0.032064871,0.89156283,1.086631939,0.578112047,0.362299751,0.563926596,-0.327677439,0.35234445,0.153136958,0.116741784,-1.191735431,0.862101447,-1.848456368,0.72362829,-0.599750266,-0.181063228,-0.53566645,-0.459366789,-0.407218359,-0.780131522,-0.520539917,0.073184547,1.325129985,1.816907327,0.609796905,1.158183953,1.326798646,-0.389474478,-0.340730726,0.573271924,-0.705658395,0.779907562,0.629562162,-0.48798651,1.057625894,-0.417060297,-0.629914857,0.948005698,0.678233516,0.707199864,-0.499087154
CHEMBL3947821,11.51292546,0.762885036,0.450851003,0.853850635,0.352009165,1.548795279,0.368448116,-0.283734909,-0.399141272,-0.512913592,0.378092438,-0.248386483,0.017780232,0.794357922,-0.724619339,0.521689645,-0.747421929,1.457288343,-0.102627633,1.04168787,-0.637635386,0.689672461,1.530598198,1.397146428,0.938388672,0.861491276,0.374069943,0.323099555,1.214572898,1.342172721,-1.184961488,-1.3855337,2.162656059,-0.806236049,1.570264127,-0.456298376,0.433482599,-0.459173836,-0.253311498,-0.740168732,-1.189562974,-1.35207275,2.252592107,-1.40616572,0.794903948,-0.1727676,0.007436157,0.908008114,0.119378766,-1.572426378,1.277693343,-1.024741842,-0.451825423,-0.14542258,-0.533966293,-0.15497676,-0.407218359,0.900474414,-0.371697181,-0.555688319,-1.18342837,-0.606031588,-0.998938102,-0.97967771,-0.284783904,-0.833997022,-0.209710591,0.18299965,0.948454501,-0.204477634,0.598837727,1.431802393,-0.459443306,-0.417060297,-0.629914857,2.087703724,1.646715435,-0.619306956,-0.499087154
