"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan"
"CHEMBL3918948";"";"";"Small molecule";"";"540.56";"5";"5";"4.88";"85.99";"8";"1";"1";"5";"N";"0.37";"7.91";"None";"5.63";"5.52";"4";"MOL";"-1";"36";"7";"1";"1";"540.0913";"-1.74";"NEUTRAL";"C23H20F4N4O3S2";"CC(C)c1sc2c(c1CC(=O)Nc1nc(-c3ccc(C(F)(F)F)c(F)c3)cs1)c(=O)n(C)c(=O)n2C";"ZLGGDXLEMLRCRT-UHFFFAOYSA-N";"InChI=1S/C23H20F4N4O3S2/c1-10(2)18-12(17-19(33)30(3)22(34)31(4)20(17)36-18)8-16(32)29-21-28-15(9-35-21)11-5-6-13(14(24)7-11)23(25,26)27/h5-7,9-10H,8H2,1-4H3,(H,28,29,32)";"False";"-1"
"CHEMBL4066093";"";"";"Small molecule";"";"319.38";"1";"1";"2.87";"66.84";"4";"1";"0";"7";"N";"0.85";"4.35";"None";"2.59";"-0.34";"2";"MOL";"-1";"22";"5";"1";"0";"319.0878";"-1.98";"ACID";"C16H17NO4S";"CCN(Cc1cccs1)C(=O)COc1ccc(C(=O)O)cc1";"VHNXSHROENJDPZ-UHFFFAOYSA-N";"InChI=1S/C16H17NO4S/c1-2-17(10-14-4-3-9-22-14)15(18)11-21-13-7-5-12(6-8-13)16(19)20/h3-9H,2,10-11H2,1H3,(H,19,20)";"False";"-1"
"CHEMBL3577905";"";"";"Small molecule";"";"449.46";"11";"11";"5.10";"74.91";"4";"1";"1";"7";"N";"0.43";"4.03";"None";"5.52";"2.38";"4";"MOL";"-1";"33";"6";"1";"1";"449.1551";"-1.69";"ACID";"C25H21F2N3O3";"CC[C@H](c1ccc(F)cc1F)N(Cc1cccc(C(=O)O)c1)C(=O)c1cc2ccccn2n1";"LWTRPOBSYVDNTC-HSZRJFAPSA-N";"InChI=1S/C25H21F2N3O3/c1-2-23(20-10-9-18(26)13-21(20)27)29(15-16-6-5-7-17(12-16)25(32)33)24(31)22-14-19-8-3-4-11-30(19)28-22/h3-14,23H,2,15H2,1H3,(H,32,33)/t23-/m1/s1";"False";"-1"
"CHEMBL4083043";"";"";"Small molecule";"";"286.38";"1";"2";"2.76";"34.47";"3";"0";"0";"6";"N";"0.82";"None";"None";"2.75";"2.75";"2";"MOL";"-1";"21";"4";"0";"0";"286.1681";"-1.92";"NEUTRAL";"C17H22N2O2";"CCN(Cc1cccn1C)C(=O)COc1ccc(C)cc1";"VLUAAZLMRURAOY-UHFFFAOYSA-N";"InChI=1S/C17H22N2O2/c1-4-19(12-15-6-5-11-18(15)3)17(20)13-21-16-9-7-14(2)8-10-16/h5-11H,4,12-13H2,1-3H3";"False";"-1"
"CHEMBL4059464";"";"";"Small molecule";"";"305.40";"2";"3";"3.19";"49.77";"4";"1";"0";"6";"N";"0.89";"10.29";"None";"3.14";"3.14";"2";"MOL";"-1";"21";"4";"1";"0";"305.1086";"-1.87";"NEUTRAL";"C16H19NO3S";"CCN(Cc1cccs1)C(=O)COc1cc(C)ccc1O";"SXBOAIXEVJQUFQ-UHFFFAOYSA-N";"InChI=1S/C16H19NO3S/c1-3-17(10-13-5-4-8-21-13)16(19)11-20-15-9-12(2)6-7-14(15)18/h4-9,18H,3,10-11H2,1-2H3";"False";"-1"
"CHEMBL3947821";"";"";"Small molecule";"";"482.42";"5";"5";"3.29";"99.13";"8";"1";"0";"4";"N";"0.45";"7.91";"None";"3.53";"3.42";"4";"MOL";"-1";"33";"8";"1";"0";"482.0672";"-1.79";"NEUTRAL";"C20H14F4N4O4S";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4cc(F)cc(C(F)(F)F)c4)cs3)coc2n(C)c1=O";"XYLQLKFUIGUGMF-UHFFFAOYSA-N";"InChI=1S/C20H14F4N4O4S/c1-27-16(30)15-10(7-32-17(15)28(2)19(27)31)5-14(29)26-18-25-13(8-33-18)9-3-11(20(22,23)24)6-12(21)4-9/h3-4,6-8H,5H2,1-2H3,(H,25,26,29)";"False";"-1"
"CHEMBL3682610";"";"";"Small molecule";"";"550.94";"1";"1";"6.19";"96.80";"5";"1";"2";"7";"N";"0.29";"3.52";"None";"7.37";"4.00";"4";"MOL";"-1";"37";"7";"1";"2";"550.0577";"-1.31";"ACID";"C25H18ClF3N2O5S";"Cc1cc2cccc(Cl)c2nc1N(Cc1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1ccc(C(=O)O)cc1";"KQFKILJAQUCPHX-UHFFFAOYSA-N";"InChI=1S/C25H18ClF3N2O5S/c1-15-13-18-3-2-4-21(26)22(18)30-23(15)31(14-16-5-9-19(10-6-16)36-25(27,28)29)37(34,35)20-11-7-17(8-12-20)24(32)33/h2-13H,14H2,1H3,(H,32,33)";"False";"-1"
"CHEMBL3687353";"";"";"Small molecule";"";"597.08";"1";"1";"7.67";"87.57";"4";"1";"2";"9";"N";"0.21";"3.52";"1.04";"7.75";"4.38";"4";"MOL";"-1";"41";"6";"1";"2";"596.1348";"-0.92";"ACID";"C31H27ClF2N2O4S";"Cc1c(N(Cc2ccc(C(F)(F)C3CC3)c(Cl)c2)S(=O)(=O)c2ccc(C(=O)O)cc2)nc(C2CC2)c2ccccc12";"OWRMBNVULAPTPT-UHFFFAOYSA-N";"InChI=1S/C31H27ClF2N2O4S/c1-18-24-4-2-3-5-25(24)28(20-7-8-20)35-29(18)36(41(39,40)23-13-9-21(10-14-23)30(37)38)17-19-6-15-26(27(32)16-19)31(33,34)22-11-12-22/h2-6,9-10,13-16,20,22H,7-8,11-12,17H2,1H3,(H,37,38)";"False";"-1"
"CHEMBL3682554";"";"";"Small molecule";"";"482.56";"1";"1";"5.79";"87.57";"4";"1";"1";"6";"N";"0.33";"3.52";"0.73";"5.94";"2.57";"5";"MOL";"-1";"35";"6";"1";"1";"482.1300";"-0.93";"ACID";"C28H22N2O4S";"Cc1c(N(Cc2cccc3ccccc23)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"DPXHBXJZTDFHOY-UHFFFAOYSA-N";"InChI=1S/C28H22N2O4S/c1-19-25-11-4-3-8-22(25)17-29-27(19)30(18-23-10-6-9-20-7-2-5-12-26(20)23)35(33,34)24-15-13-21(14-16-24)28(31)32/h2-17H,18H2,1H3,(H,31,32)";"False";"-1"
"CHEMBL4071883";"";"";"Small molecule";"";"289.40";"1";"2";"3.22";"40.54";"3";"1";"0";"6";"N";"0.89";"None";"None";"2.62";"2.62";"2";"MOL";"-1";"20";"3";"1";"0";"289.1136";"-1.64";"NEUTRAL";"C16H19NO2S";"CCN(Cc1cccs1)C(=O)C[C@H](O)c1ccccc1";"URHWZMUTIDASIS-HNNXBMFYSA-N";"InChI=1S/C16H19NO2S/c1-2-17(12-14-9-6-10-20-14)16(19)11-15(18)13-7-4-3-5-8-13/h3-10,15,18H,2,11-12H2,1H3/t15-/m0/s1";"False";"-1"
"CHEMBL4078818";"";"";"Small molecule";"";"303.43";"2";"3";"3.87";"29.54";"3";"0";"0";"7";"N";"0.78";"None";"None";"3.96";"3.96";"2";"MOL";"-1";"21";"3";"0";"0";"303.1293";"-2.40";"NEUTRAL";"C17H21NO2S";"CCCN(Cc1cccs1)C(=O)COc1ccc(C)cc1";"FZBQIXUXXYAKKH-UHFFFAOYSA-N";"InChI=1S/C17H21NO2S/c1-3-10-18(12-16-5-4-11-21-16)17(19)13-20-15-8-6-14(2)7-9-15/h4-9,11H,3,10,12-13H2,1-2H3";"False";"-1"
"CHEMBL4090832";"";"";"Small molecule";"";"284.36";"1";"2";"2.82";"42.43";"3";"0";"0";"6";"N";"0.82";"None";"4.14";"2.39";"2.39";"2";"MOL";"-1";"21";"4";"0";"0";"284.1525";"-2.11";"NEUTRAL";"C17H20N2O2";"CCN(Cc1ccccn1)C(=O)COc1ccc(C)cc1";"JDLRVZSEULCHQW-UHFFFAOYSA-N";"InChI=1S/C17H20N2O2/c1-3-19(12-15-6-4-5-11-18-15)17(20)13-21-16-9-7-14(2)8-10-16/h4-11H,3,12-13H2,1-2H3";"False";"-1"
"CHEMBL2442051";"";"";"Small molecule";"";"366.49";"3";"4";"3.93";"55.56";"4";"1";"0";"8";"N";"0.66";"None";"9.15";"3.68";"1.94";"3";"MOL";"-1";"26";"4";"2";"0";"366.1402";"-1.67";"BASE";"C21H22N2O2S";"NCCN(Cc1cccs1)C(=O)c1ccccc1OCc1ccccc1";"AQAVZJKBBCGSGM-UHFFFAOYSA-N";"InChI=1S/C21H22N2O2S/c22-12-13-23(15-18-9-6-14-26-18)21(24)19-10-4-5-11-20(19)25-16-17-7-2-1-3-8-17/h1-11,14H,12-13,15-16,22H2";"False";"-1"
"CHEMBL4242867";"";"";"Small molecule";"";"491.39";"3";"4";"6.07";"64.11";"4";"1";"1";"5";"N";"0.34";"None";"3.13";"6.04";"6.04";"4";"MOL";"-1";"35";"5";"1";"1";"491.1068";"-1.16";"NEUTRAL";"C24H15F6N3O2";"O=C(N[C@@H](c1ccc(OC(F)(F)F)cc1)c1ncccc1C(F)(F)F)c1ccc2cccnc2c1";"GUFSIJWZLKYPQW-FQEVSTJZSA-N";"InChI=1S/C24H15F6N3O2/c25-23(26,27)18-4-2-12-32-21(18)20(15-7-9-17(10-8-15)35-24(28,29)30)33-22(34)16-6-5-14-3-1-11-31-19(14)13-16/h1-13,20H,(H,33,34)/t20-/m0/s1";"False";"-1"
"CHEMBL3687333";"";"";"Small molecule";"";"556.02";"1";"1";"6.26";"92.50";"5";"1";"2";"7";"N";"0.27";"3.52";"0.72";"6.15";"2.78";"5";"MOL";"-1";"37";"7";"1";"2";"533.1176";"-1.27";"ACID";"C28H23ClN3NaO4S";"CCn1c(CN(c2ncc3ccccc3c2C)S(=O)(=O)c2ccc(C(=O)[O-])cc2)cc2cc(Cl)ccc21.[Na+]";"MMDBXXMNAKZRSU-UHFFFAOYSA-M";"InChI=1S/C28H24ClN3O4S.Na/c1-3-31-23(15-21-14-22(29)10-13-26(21)31)17-32(27-18(2)25-7-5-4-6-20(25)16-30-27)37(35,36)24-11-8-19(9-12-24)28(33)34;/h4-16H,3,17H2,1-2H3,(H,33,34);/q;+1/p-1";"False";"-1"
"CHEMBL3682595";"";"";"Small molecule";"";"560.55";"1";"1";"5.59";"117.03";"6";"2";"2";"8";"N";"0.29";"3.52";"0.30";"6.26";"2.89";"4";"MOL";"-1";"39";"8";"2";"2";"560.1229";"-0.89";"ACID";"C27H23F3N2O6S";"Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)nc(C(C)O)c2ccccc12";"GPZVBMITVVNIJI-UHFFFAOYSA-N";"InChI=1S/C27H23F3N2O6S/c1-16-22-5-3-4-6-23(22)24(17(2)33)31-25(16)32(15-18-7-11-20(12-8-18)38-27(28,29)30)39(36,37)21-13-9-19(10-14-21)26(34)35/h3-14,17,33H,15H2,1-2H3,(H,34,35)";"False";"-1"
"CHEMBL3687400";"";"";"Small molecule";"";"560.55";"1";"1";"5.85";"106.03";"6";"1";"2";"8";"N";"0.29";"3.52";"None";"7.33";"3.96";"4";"MOL";"-1";"39";"8";"1";"2";"560.1229";"-1.08";"ACID";"C27H23F3N2O6S";"COc1nc(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)c(C)c2cccc(C)c12";"VJJKBCXCFPSALR-UHFFFAOYSA-N";"InChI=1S/C27H23F3N2O6S/c1-16-5-4-6-22-17(2)24(31-25(37-3)23(16)22)32(15-18-7-11-20(12-8-18)38-27(28,29)30)39(35,36)21-13-9-19(10-14-21)26(33)34/h4-14H,15H2,1-3H3,(H,33,34)";"False";"-1"
"CHEMBL3687411";"";"";"Small molecule";"";"559.57";"1";"1";"5.52";"97.83";"6";"1";"2";"9";"N";"0.27";"10.16";"0.73";"6.30";"6.30";"4";"MOL";"-1";"39";"8";"1";"2";"559.1389";"-1.42";"NEUTRAL";"C27H24F3N3O5S";"CCONC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C)cc1";"DGEGUHMPYAGQTI-UHFFFAOYSA-N";"InChI=1S/C27H24F3N3O5S/c1-3-37-32-26(34)20-10-14-23(15-11-20)39(35,36)33(17-19-8-12-22(13-9-19)38-27(28,29)30)25-18(2)24-7-5-4-6-21(24)16-31-25/h4-16H,3,17H2,1-2H3,(H,32,34)";"False";"-1"
"CHEMBL3353586";"";"";"Small molecule";"";"436.41";"2";"2";"4.19";"87.57";"4";"1";"0";"6";"N";"0.63";"3.52";"None";"4.32";"0.95";"3";"MOL";"-1";"30";"6";"1";"0";"436.0705";"-1.61";"ACID";"C20H15F3N2O4S";"O=C(O)c1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccc(C(F)(F)F)cn2)cc1";"XHYVYDXJVUCFLR-UHFFFAOYSA-N";"InChI=1S/C20H15F3N2O4S/c21-20(22,23)16-8-11-18(24-12-16)25(13-14-4-2-1-3-5-14)30(28,29)17-9-6-15(7-10-17)19(26)27/h1-12H,13H2,(H,26,27)";"False";"-1"
"CHEMBL4785984";"";"";"Unknown";"";"404.90";"3";"3";"4.70";"63.40";"2";"1";"0";"5";"N";"0.67";"None";"None";"4.75";"4.75";"3";"MOL";"-1";"29";"4";"2";"0";"404.1292";"-0.89";"NEUTRAL";"C24H21ClN2O2";"NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2ccc(Cl)cc21";"HBEAZXOGFOMJAE-FGZHOGPDSA-N";"InChI=1S/C24H21ClN2O2/c25-19-13-11-16-12-14-21(20(16)15-19)27(24(29)18-9-5-2-6-10-18)22(23(26)28)17-7-3-1-4-8-17/h1-11,13,15,21-22H,12,14H2,(H2,26,28)/t21-,22-/m1/s1";"False";"-1"
"CHEMBL4251427";"";"";"Small molecule";"";"441.33";"5";"7";"4.33";"74.85";"3";"2";"0";"4";"N";"0.59";"10.35";"2.68";"3.15";"3.15";"3";"MOL";"-1";"31";"5";"2";"0";"441.0912";"-1.25";"NEUTRAL";"C20H13F6N3O2";"O=C(N[C@@H](c1ccc(C(F)(F)F)cc1)c1ncccc1C(F)(F)F)c1ccc(=O)[nH]c1";"FHDVDXXLSCUTNI-INIZCTEOSA-N";"InChI=1S/C20H13F6N3O2/c21-19(22,23)13-6-3-11(4-7-13)16(17-14(20(24,25)26)2-1-9-27-17)29-18(31)12-5-8-15(30)28-10-12/h1-10,16H,(H,28,30)(H,29,31)/t16-/m0/s1";"False";"-1"
"CHEMBL3235976";"";"";"Small molecule";"";"415.39";"5";"5";"5.42";"45.23";"2";"1";"1";"2";"N";"0.57";"13.61";"3.47";"4.91";"4.91";"3";"MOL";"-1";"30";"4";"1";"1";"415.1308";"-1.52";"NEUTRAL";"C22H17F4N3O";"O=C(Nc1ccc(F)cc1)N1CCc2cccnc2[C@H]1c1ccc(C(F)(F)F)cc1";"PDHSWFCNOPFHAS-HXUWFJFHSA-N";"InChI=1S/C22H17F4N3O/c23-17-7-9-18(10-8-17)28-21(30)29-13-11-14-2-1-12-27-19(14)20(29)15-3-5-16(6-4-15)22(24,25)26/h1-10,12,20H,11,13H2,(H,28,30)/t20-/m1/s1";"False";"-1"
"CHEMBL3235969";"";"";"Small molecule";"";"416.37";"4";"4";"5.31";"32.34";"1";"1";"1";"2";"N";"0.66";"12.26";"None";"5.11";"5.11";"2";"MOL";"-1";"29";"3";"1";"1";"416.1323";"-0.93";"NEUTRAL";"C20H18F6N2O";"C[C@H](NC(=O)N1CCc2ccccc2[C@H]1c1ccc(C(F)(F)F)cc1)C(F)(F)F";"OGMWZDQYXGKSBP-YVEFUNNKSA-N";"InChI=1S/C20H18F6N2O/c1-12(19(21,22)23)27-18(29)28-11-10-13-4-2-3-5-16(13)17(28)14-6-8-15(9-7-14)20(24,25)26/h2-9,12,17H,10-11H2,1H3,(H,27,29)/t12-,17+/m0/s1";"False";"-1"
"CHEMBL4084052";"";"";"Small molecule";"";"339.42";"1";"2";"3.46";"55.32";"5";"0";"0";"6";"N";"0.69";"12.42";"None";"2.90";"2.90";"3";"MOL";"-1";"24";"5";"0";"0";"339.1041";"-2.27";"NEUTRAL";"C18H17N3O2S";"Cc1ccc(OCC(=O)N(Cc2cccs2)c2cnccn2)cc1";"XDZOXUXESWEGPF-UHFFFAOYSA-N";"InChI=1S/C18H17N3O2S/c1-14-4-6-15(7-5-14)23-13-18(22)21(12-16-3-2-10-24-16)17-11-19-8-9-20-17/h2-11H,12-13H2,1H3";"False";"-1"
"CHEMBL4074380";"";"";"Small molecule";"";"402.49";"2";"2";"4.69";"66.38";"6";"1";"0";"11";"N";"0.55";"9.91";"None";"4.65";"4.65";"2";"MOL";"-1";"29";"6";"1";"0";"402.2042";"1.03";"NEUTRAL";"C23H30O6";"C=CCc1cc(OC)c(O[C@@H](C)[C@@H](OCC)c2ccc(O)c(OC)c2)c(OC)c1";"CKFHKAAQJAGUBZ-OYHNWAKOSA-N";"InChI=1S/C23H30O6/c1-7-9-16-12-20(26-5)23(21(13-16)27-6)29-15(3)22(28-8-2)17-10-11-18(24)19(14-17)25-4/h7,10-15,22,24H,1,8-9H2,2-6H3/t15-,22+/m0/s1";"False";"-1"
"CHEMBL4176916";"";"";"Small molecule";"";"433.31";"2";"9";"5.15";"69.81";"3";"3";"1";"2";"N";"0.41";"11.02";"2.20";"5.66";"5.66";"4";"MOL";"-1";"28";"5";"3";"1";"432.0586";"-0.86";"NEUTRAL";"C22H17BrN4O";"Cc1cc(Br)cc2c1NC(c1c[nH]nc1-c1cccc3ccccc13)NC2=O";"HMTOXAAOXBALFX-UHFFFAOYSA-N";"InChI=1S/C22H17BrN4O/c1-12-9-14(23)10-17-19(12)25-21(26-22(17)28)18-11-24-27-20(18)16-8-4-6-13-5-2-3-7-15(13)16/h2-11,21,25H,1H3,(H,24,27)(H,26,28)";"False";"-1"
"CHEMBL4096839";"";"";"Small molecule";"";"289.40";"3";"6";"3.48";"29.54";"3";"0";"0";"6";"N";"0.81";"None";"None";"3.44";"3.44";"2";"MOL";"-1";"20";"3";"0";"0";"289.1136";"-2.40";"NEUTRAL";"C16H19NO2S";"CCN(Cc1cccs1)C(=O)COc1ccc(C)cc1";"AUKQNHDSDFEBNH-UHFFFAOYSA-N";"InChI=1S/C16H19NO2S/c1-3-17(11-15-5-4-10-20-15)16(18)12-19-14-8-6-13(2)7-9-14/h4-10H,3,11-12H2,1-2H3";"False";"-1"
"CHEMBL4102240";"";"";"Small molecule";"";"287.38";"1";"1";"3.41";"29.54";"3";"0";"0";"4";"N";"0.81";"12.75";"None";"3.54";"3.54";"2";"MOL";"-1";"20";"3";"0";"0";"287.0980";"-0.94";"NEUTRAL";"C16H17NO2S";"CCN1C(=O)C(Oc2ccc(C)cc2)C1c1cccs1";"BCWYRTSHTLOZLE-UHFFFAOYSA-N";"InChI=1S/C16H17NO2S/c1-3-17-14(13-5-4-10-20-13)15(16(17)18)19-12-8-6-11(2)7-9-12/h4-10,14-15H,3H2,1-2H3";"False";"-1"
"CHEMBL5268409";"";"";"";"";"277.28";"1";"1";"3.01";"72.04";"6";"1";"0";"2";"N";"0.78";"4.69";"None";"3.39";"1.95";"3";"MOL";"-1";"19";"5";"1";"0";"277.0321";"-2.11";"ACID";"C12H8FN3O2S";"Cc1nc(-c2sc(-c3cccc(F)c3)nc2O)no1";"LCEWMKKEBKMJMD-UHFFFAOYSA-N";"InChI=1S/C12H8FN3O2S/c1-6-14-10(16-18-6)9-11(17)15-12(19-9)7-3-2-4-8(13)5-7/h2-5,17H,1H3";"False";"-1"
"CHEMBL5271998";"";"";"";"";"308.33";"1";"1";"2.82";"62.66";"5";"1";"0";"2";"N";"0.93";"4.66";"None";"3.73";"2.14";"2";"MOL";"-1";"21";"5";"1";"0";"308.0631";"-1.75";"ACID";"C14H13FN2O3S";"O=C(c1sc(-c2cccc(F)c2)nc1O)N1CCCCO1";"NBRIJMBZONLPQR-UHFFFAOYSA-N";"InChI=1S/C14H13FN2O3S/c15-10-5-3-4-9(8-10)13-16-12(18)11(21-13)14(19)17-6-1-2-7-20-17/h3-5,8,18H,1-2,6-7H2";"False";"-1"
"CHEMBL2443081";"";"";"Small molecule";"";"390.41";"1";"1";"5.10";"41.57";"2";"1";"1";"1";"N";"0.74";"13.38";"None";"4.26";"4.26";"2";"MOL";"-1";"28";"4";"1";"1";"390.1555";"-1.11";"NEUTRAL";"C21H21F3N2O2";"O=C(Nc1ccc(C(F)(F)F)cc1)N1CCC2(CCc3ccccc3O2)CC1";"TUUILVUPXBNJOK-UHFFFAOYSA-N";"InChI=1S/C21H21F3N2O2/c22-21(23,24)16-5-7-17(8-6-16)25-19(27)26-13-11-20(12-14-26)10-9-15-3-1-2-4-18(15)28-20/h1-8H,9-14H2,(H,25,27)";"False";"-1"
"CHEMBL3687358";"";"";"Small molecule";"";"568.57";"1";"2";"6.59";"96.80";"5";"1";"2";"7";"N";"0.27";"3.52";"0.60";"7.19";"3.82";"4";"MOL";"-1";"40";"7";"1";"2";"568.1280";"-0.65";"ACID";"C29H23F3N2O5S";"O=C(O)c1ccc(S(=O)(=O)N(c2ncc3ccccc3c2C2CC2)C2CCc3cc(OC(F)(F)F)ccc32)cc1";"RLONLJJPXIVWOF-UHFFFAOYSA-N";"InChI=1S/C29H23F3N2O5S/c30-29(31,32)39-21-10-13-23-19(15-21)9-14-25(23)34(40(37,38)22-11-7-18(8-12-22)28(35)36)27-26(17-5-6-17)24-4-2-1-3-20(24)16-33-27/h1-4,7-8,10-13,15-17,25H,5-6,9,14H2,(H,35,36)";"False";"-1"
"CHEMBL3687412";"";"";"Small molecule";"";"541.55";"1";"1";"5.51";"102.59";"5";"1";"2";"8";"N";"0.32";"13.49";"0.65";"5.84";"5.84";"4";"MOL";"-1";"38";"7";"2";"2";"541.1283";"-1.21";"NEUTRAL";"C27H22F3N3O4S";"NC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C2CC2)cc1";"WKZUDGPRZCTIIY-UHFFFAOYSA-N";"InChI=1S/C27H22F3N3O4S/c28-27(29,30)37-21-11-5-17(6-12-21)16-33(38(35,36)22-13-9-19(10-14-22)25(31)34)26-24(18-7-8-18)23-4-2-1-3-20(23)15-32-26/h1-6,9-15,18H,7-8,16H2,(H2,31,34)";"False";"-1"
"CHEMBL3894760";"";"";"Small molecule";"";"501.39";"5";"5";"2.83";"112.02";"9";"1";"1";"4";"N";"0.43";"7.89";"None";"3.33";"3.21";"4";"MOL";"-1";"34";"9";"1";"1";"501.0530";"-1.65";"NEUTRAL";"C19H12F5N5O4S";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(F)c(C(F)(F)F)c4F)cs3)onc2n(C)c1=O";"NTFPIJYAGREYFB-UHFFFAOYSA-N";"InChI=1S/C19H12F5N5O4S/c1-28-15-12(16(31)29(2)18(28)32)10(33-27-15)5-11(30)26-17-25-9(6-34-17)7-3-4-8(20)13(14(7)21)19(22,23)24/h3-4,6H,5H2,1-2H3,(H,25,26,30)";"False";"-1"
"CHEMBL3939180";"";"";"Small molecule";"";"442.45";"5";"5";"2.82";"85.99";"7";"1";"0";"4";"N";"0.53";"7.91";"None";"3.57";"3.46";"4";"MOL";"-1";"31";"7";"1";"0";"442.0911";"-1.96";"NEUTRAL";"C21H16F2N4O3S";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(F)cc4F)cs3)cccc2n(C)c1=O";"WPWRLCNFHLWQGC-UHFFFAOYSA-N";"InChI=1S/C21H16F2N4O3S/c1-26-16-5-3-4-11(18(16)19(29)27(2)21(26)30)8-17(28)25-20-24-15(10-31-20)13-7-6-12(22)9-14(13)23/h3-7,9-10H,8H2,1-2H3,(H,24,25,28)";"False";"-1"
"CHEMBL3687347";"";"";"Small molecule";"";"490.56";"1";"1";"5.26";"87.57";"4";"1";"1";"6";"N";"0.40";"3.52";"0.73";"6.10";"2.73";"4";"MOL";"-1";"35";"6";"1";"1";"490.1363";"-1.13";"ACID";"C27H23FN2O4S";"Cc1c(N(Cc2cc(F)c3c(c2)CCC3)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"JIDVNEPLKJVKQM-UHFFFAOYSA-N";"InChI=1S/C27H23FN2O4S/c1-17-23-7-3-2-5-21(23)15-29-26(17)30(16-18-13-20-6-4-8-24(20)25(28)14-18)35(33,34)22-11-9-19(10-12-22)27(31)32/h2-3,5,7,9-15H,4,6,8,16H2,1H3,(H,31,32)";"False";"-1"
"CHEMBL3944840";"";"";"Small molecule";"";"408.89";"2";"2";"4.48";"83.63";"3";"2";"0";"6";"N";"0.63";"8.16";"None";"4.97";"4.90";"3";"MOL";"-1";"29";"5";"3";"0";"408.1241";"-0.95";"NEUTRAL";"C23H21ClN2O3";"C[C@H](c1cccc(Cl)c1)N(C(=O)c1ccccc1O)[C@@H](C(N)=O)c1ccccc1";"URBCNRMQNVVHHJ-QVKFZJNVSA-N";"InChI=1S/C23H21ClN2O3/c1-15(17-10-7-11-18(24)14-17)26(23(29)19-12-5-6-13-20(19)27)21(22(25)28)16-8-3-2-4-9-16/h2-15,21,27H,1H3,(H2,25,28)/t15-,21-/m1/s1";"False";"-1"
"CHEMBL4082377";"";"";"Small molecule";"";"329.47";"1";"2";"4.05";"29.54";"3";"0";"0";"6";"N";"0.80";"None";"None";"4.38";"4.38";"2";"MOL";"-1";"23";"3";"0";"0";"329.1449";"-2.01";"NEUTRAL";"C19H23NO2S";"CCN(Cc1cccs1)C(=O)COc1ccc2c(c1)CCCC2";"ZHEAGCVHNBVGPQ-UHFFFAOYSA-N";"InChI=1S/C19H23NO2S/c1-2-20(13-18-8-5-11-23-18)19(21)14-22-17-10-9-15-6-3-4-7-16(15)12-17/h5,8-12H,2-4,6-7,13-14H2,1H3";"False";"-1"
"CHEMBL2442020";"";"";"Small molecule";"";"366.51";"1";"2";"4.31";"55.56";"3";"1";"0";"6";"N";"0.83";"None";"10.01";"3.94";"1.47";"2";"MOL";"-1";"27";"4";"2";"0";"366.2307";"-1.11";"BASE";"C23H30N2O2";"CCN(C(=O)c1ccccc1OCc1ccccc1C)[C@H]1CCC[C@@H](N)C1";"RNVOUQXPLNRWPP-UXHICEINSA-N";"InChI=1S/C23H30N2O2/c1-3-25(20-12-8-11-19(24)15-20)23(26)21-13-6-7-14-22(21)27-16-18-10-5-4-9-17(18)2/h4-7,9-10,13-14,19-20H,3,8,11-12,15-16,24H2,1-2H3/t19-,20+/m1/s1";"False";"-1"
