"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan"
"CHEMBL3929233";"";"";"Small molecule";"";"546.89";"5";"5";"3.87";"108.36";"9";"1";"1";"6";"N";"0.37";"7.91";"None";"4.06";"3.95";"4";"MOL";"-1";"36";"9";"1";"1";"546.0388";"-1.82";"NEUTRAL";"C21H15ClF4N4O5S";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4cc(F)c(OCC(F)(F)F)c(Cl)c4)cs3)coc2n(C)c1=O";"QEIWOHNHKVKLRF-UHFFFAOYSA-N";"InChI=1S/C21H15ClF4N4O5S/c1-29-17(32)15-10(6-34-18(15)30(2)20(29)33)5-14(31)28-19-27-13(7-36-19)9-3-11(22)16(12(23)4-9)35-8-21(24,25)26/h3-4,6-7H,5,8H2,1-2H3,(H,27,28,31)";"False";"-1"
"CHEMBL3942587";"";"";"Small molecule";"";"482.42";"5";"5";"3.29";"99.13";"8";"1";"0";"4";"N";"0.45";"7.91";"None";"3.53";"3.42";"4";"MOL";"-1";"33";"8";"1";"0";"482.0672";"-1.78";"NEUTRAL";"C20H14F4N4O4S";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(F)c(C(F)(F)F)c4)cs3)coc2n(C)c1=O";"HXYKQFXGQHGPRG-UHFFFAOYSA-N";"InChI=1S/C20H14F4N4O4S/c1-27-16(30)15-10(7-32-17(15)28(2)19(27)31)6-14(29)26-18-25-13(8-33-18)9-3-4-12(21)11(5-9)20(22,23)24/h3-5,7-8H,6H2,1-2H3,(H,25,26,29)";"False";"-1"
"CHEMBL3931425";"";"";"Small molecule";"";"479.44";"5";"5";"2.70";"100.15";"9";"1";"0";"5";"N";"0.47";"7.76";"None";"3.78";"3.63";"4";"MOL";"-1";"33";"9";"1";"0";"479.0875";"-1.90";"NEUTRAL";"C20H16F3N5O4S";"Cn1c(=O)c2c(ccn2CC(=O)Nc2nc(-c3ccc(OC(F)(F)F)cc3)cs2)n(C)c1=O";"MQBRPGZLHZUVDU-UHFFFAOYSA-N";"InChI=1S/C20H16F3N5O4S/c1-26-14-7-8-28(16(14)17(30)27(2)19(26)31)9-15(29)25-18-24-13(10-33-18)11-3-5-12(6-4-11)32-20(21,22)23/h3-8,10H,9H2,1-2H3,(H,24,25,29)";"False";"-1"
"CHEMBL4588544";"";"";"Unknown";"";"281.31";"3";"5";"3.13";"55.40";"3";"1";"0";"4";"N";"0.69";"13.06";"None";"4.22";"4.22";"2";"MOL";"-1";"21";"4";"1";"0";"281.1052";"-0.59";"NEUTRAL";"C17H15NO3";"COC(=O)c1ccccc1NC(=O)/C=C/c1ccccc1";"MAHZJDOWUGDBCV-VAWYXSNFSA-N";"InChI=1S/C17H15NO3/c1-21-17(20)14-9-5-6-10-15(14)18-16(19)12-11-13-7-3-2-4-8-13/h2-12H,1H3,(H,18,19)/b12-11+";"False";"-1"
"CHEMBL4073922";"";"";"Small molecule";"";"691.64";"15";"29";"8.55";"48.47";"4";"1";"2";"7";"N";"0.21";"None";"9.95";"7.82";"5.25";"4";"MOL";"-1";"46";"5";"1";"2";"690.2181";"-1.19";"BASE";"C37H38BrF3N4O";"O=C(NC1(c2ccccc2)CC1)c1c(CN2CCC(N3CCCCC3)CC2)c(-c2cccc(C(F)(F)F)c2)nc2cc(Br)ccc12";"UIVOZBSCHXCGPS-UHFFFAOYSA-N";"InChI=1S/C37H38BrF3N4O/c38-28-12-13-30-32(23-28)42-34(25-8-7-11-27(22-25)37(39,40)41)31(24-44-20-14-29(15-21-44)45-18-5-2-6-19-45)33(30)35(46)43-36(16-17-36)26-9-3-1-4-10-26/h1,3-4,7-13,22-23,29H,2,5-6,14-21,24H2,(H,43,46)";"False";"-1"
"CHEMBL3577903";"";"";"Small molecule";"";"428.49";"1";"1";"5.63";"83.64";"4";"1";"1";"7";"N";"0.41";"4.07";"2.97";"4.41";"1.59";"4";"MOL";"-1";"32";"6";"1";"1";"428.1736";"-1.26";"ACID";"C26H24N2O4";"CC[C@H](c1ccc(C)o1)N(Cc1cccc(C(=O)O)c1)C(=O)c1cnc2ccccc2c1";"CZIRJKMEALPCDO-HSZRJFAPSA-N";"InChI=1S/C26H24N2O4/c1-3-23(24-12-11-17(2)32-24)28(16-18-7-6-9-20(13-18)26(30)31)25(29)21-14-19-8-4-5-10-22(19)27-15-21/h4-15,23H,3,16H2,1-2H3,(H,30,31)/t23-/m1/s1";"False";"-1"
"CHEMBL3577892";"";"";"Small molecule";"";"442.49";"1";"1";"5.78";"70.50";"3";"1";"1";"6";"N";"0.41";"3.96";"2.96";"5.27";"2.40";"4";"MOL";"-1";"33";"5";"1";"1";"442.1693";"-1.51";"ACID";"C27H23FN2O3";"Cc1ccc(CN(C(=O)c2cnc3ccccc3c2)[C@H](C)c2ccc(F)cc2)cc1C(=O)O";"FVGLARMNCJWTAW-GOSISDBHSA-N";"InChI=1S/C27H23FN2O3/c1-17-7-8-19(13-24(17)27(32)33)16-30(18(2)20-9-11-23(28)12-10-20)26(31)22-14-21-5-3-4-6-25(21)29-15-22/h3-15,18H,16H2,1-2H3,(H,32,33)/t18-/m1/s1";"False";"-1"
"CHEMBL2443086";"";"";"Small molecule";"";"440.85";"1";"1";"5.63";"50.80";"3";"1";"1";"2";"N";"0.66";"13.75";"None";"5.42";"5.42";"2";"MOL";"-1";"30";"5";"1";"1";"440.1115";"-1.21";"NEUTRAL";"C21H20ClF3N2O3";"O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CCc3cccc(Cl)c3O2)CC1";"RTGGFHAKZFDZLP-UHFFFAOYSA-N";"InChI=1S/C21H20ClF3N2O3/c22-17-3-1-2-14-8-9-20(30-18(14)17)10-12-27(13-11-20)19(28)26-15-4-6-16(7-5-15)29-21(23,24)25/h1-7H,8-13H2,(H,26,28)";"False";"-1"
"CHEMBL4087469";"";"";"Small molecule";"";"315.39";"3";"6";"4.17";"42.68";"4";"0";"0";"5";"N";"0.71";"None";"None";"3.19";"3.19";"3";"MOL";"-1";"22";"4";"0";"0";"315.0929";"-1.92";"NEUTRAL";"C17H17NO3S";"CCN(Cc1cccs1)C(=O)c1cc2cc(OC)ccc2o1";"JPPIRCIBYYOVRZ-UHFFFAOYSA-N";"InChI=1S/C17H17NO3S/c1-3-18(11-14-5-4-8-22-14)17(19)16-10-12-9-13(20-2)6-7-15(12)21-16/h4-10H,3,11H2,1-2H3";"False";"-1"
"CHEMBL2443075";"";"";"Small molecule";"";"440.39";"1";"1";"4.61";"71.03";"4";"2";"0";"2";"N";"0.67";"13.56";"None";"3.66";"3.66";"2";"MOL";"-1";"31";"6";"2";"0";"440.1359";"-0.95";"NEUTRAL";"C21H20F4N2O4";"O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CC1)CC(O)c1cccc(F)c1O2";"BXXQDSBIEKSNGM-UHFFFAOYSA-N";"InChI=1S/C21H20F4N2O4/c22-16-3-1-2-15-17(28)12-20(31-18(15)16)8-10-27(11-9-20)19(29)26-13-4-6-14(7-5-13)30-21(23,24)25/h1-7,17,28H,8-12H2,(H,26,29)";"False";"-1"
"CHEMBL3916922";"";"";"Small molecule";"";"406.91";"2";"2";"5.08";"63.40";"2";"1";"1";"6";"N";"0.62";"None";"None";"5.14";"5.14";"3";"MOL";"-1";"29";"4";"2";"1";"406.1448";"-1.23";"NEUTRAL";"C24H23ClN2O2";"Cc1ccc(C(=O)N([C@H](C)c2cccc(Cl)c2)[C@@H](C(N)=O)c2ccccc2)cc1";"KYASWEHGQISFSF-VGOFRKELSA-N";"InChI=1S/C24H23ClN2O2/c1-16-11-13-19(14-12-16)24(29)27(17(2)20-9-6-10-21(25)15-20)22(23(26)28)18-7-4-3-5-8-18/h3-15,17,22H,1-2H3,(H2,26,28)/t17-,22-/m1/s1";"False";"-1"
"CHEMBL3906234";"";"";"Small molecule";"";"478.46";"5";"5";"2.29";"103.81";"9";"1";"0";"4";"N";"0.48";"7.90";"None";"3.10";"2.99";"4";"MOL";"-1";"33";"9";"1";"0";"478.1035";"-1.84";"NEUTRAL";"C20H17F3N6O3S";"Cn1nc2c(c1CC(=O)Nc1nc(-c3ccc(C(F)(F)F)cc3)cs1)c(=O)n(C)c(=O)n2C";"MMRVTSMOSFLTST-UHFFFAOYSA-N";"InChI=1S/C20H17F3N6O3S/c1-27-16-15(17(31)28(2)19(27)32)13(29(3)26-16)8-14(30)25-18-24-12(9-33-18)10-4-6-11(7-5-10)20(21,22)23/h4-7,9H,8H2,1-3H3,(H,24,25,30)";"False";"-1"
"CHEMBL3904928";"";"";"Small molecule";"";"512.44";"5";"5";"3.48";"108.36";"9";"1";"1";"5";"N";"0.41";"7.91";"None";"4.29";"4.18";"4";"MOL";"-1";"35";"9";"1";"1";"512.0778";"-1.69";"NEUTRAL";"C21H16F4N4O5S";"Cc1oc2c(c1CC(=O)Nc1nc(-c3ccc(OC(F)(F)F)c(F)c3)cs1)c(=O)n(C)c(=O)n2C";"YDBYOXUORMOOBQ-UHFFFAOYSA-N";"InChI=1S/C21H16F4N4O5S/c1-9-11(16-17(31)28(2)20(32)29(3)18(16)33-9)7-15(30)27-19-26-13(8-35-19)10-4-5-14(12(22)6-10)34-21(23,24)25/h4-6,8H,7H2,1-3H3,(H,26,27,30)";"False";"-1"
"CHEMBL3956711";"";"";"Small molecule";"";"474.46";"5";"5";"3.56";"85.99";"7";"1";"0";"4";"N";"0.49";"7.91";"None";"4.16";"4.05";"4";"MOL";"-1";"33";"7";"1";"0";"474.0973";"-1.87";"NEUTRAL";"C22H17F3N4O3S";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4cccc(C(F)(F)F)c4)cs3)cccc2n(C)c1=O";"XRWIKIYEWODHPQ-UHFFFAOYSA-N";"InChI=1S/C22H17F3N4O3S/c1-28-16-8-4-6-13(18(16)19(31)29(2)21(28)32)10-17(30)27-20-26-15(11-33-20)12-5-3-7-14(9-12)22(23,24)25/h3-9,11H,10H2,1-2H3,(H,26,27,30)";"False";"-1"
"CHEMBL4064027";"";"";"Small molecule";"";"305.40";"1";"2";"2.46";"49.77";"4";"1";"0";"7";"N";"0.85";"None";"None";"2.39";"2.39";"2";"MOL";"-1";"21";"4";"1";"0";"305.1086";"-2.21";"NEUTRAL";"C16H19NO3S";"Cc1ccc(OCC(=O)N(CCO)Cc2cccs2)cc1";"SJSGIQVMWSXFHD-UHFFFAOYSA-N";"InChI=1S/C16H19NO3S/c1-13-4-6-14(7-5-13)20-12-16(19)17(8-9-18)11-15-3-2-10-21-15/h2-7,10,18H,8-9,11-12H2,1H3";"False";"-1"
"CHEMBL4159387";"";"";"Small molecule";"";"467.33";"9";"24";"4.86";"85.83";"6";"1";"0";"4";"N";"0.43";"3.85";"None";"5.52";"2.28";"4";"MOL";"-1";"33";"7";"1";"0";"467.0817";"-1.51";"ACID";"C20H11F6N5O2";"O=C(O)c1ccc(-c2cn(-c3ccc(-n4nc(C(F)(F)F)cc4C(F)(F)F)cc3)nn2)cc1";"WSJNEQPZEKQNJI-UHFFFAOYSA-N";"InChI=1S/C20H11F6N5O2/c21-19(22,23)16-9-17(20(24,25)26)31(28-16)14-7-5-13(6-8-14)30-10-15(27-29-30)11-1-3-12(4-2-11)18(32)33/h1-10H,(H,32,33)";"False";"-1"
"CHEMBL4177187";"";"";"Small molecule";"";"456.64";"20";"63";"4.89";"73.22";"5";"1";"0";"5";"N";"0.51";"13.53";"None";"4.35";"4.35";"2";"MOL";"-1";"28";"6";"1";"0";"454.9818";"-1.78";"NEUTRAL";"C16H11Cl3F3N3O3";"CCOC(=O)c1cnn(-c2ccc(NC(=O)C(Cl)=C(Cl)Cl)cc2)c1C(F)(F)F";"RZHGONNSASQOAY-UHFFFAOYSA-N";"InChI=1S/C16H11Cl3F3N3O3/c1-2-28-15(27)10-7-23-25(12(10)16(20,21)22)9-5-3-8(4-6-9)24-14(26)11(17)13(18)19/h3-7H,2H2,1H3,(H,24,26)";"False";"-1"
"CHEMBL3353610";"";"";"Small molecule";"";"523.53";"3";"3";"6.46";"74.68";"4";"1";"2";"6";"N";"0.29";"3.52";"None";"6.64";"3.27";"4";"MOL";"-1";"35";"5";"1";"2";"523.0535";"-1.41";"ACID";"C24H17F4NO4S2";"Cc1c(N(Cc2ccc(C(F)(F)F)c(F)c2)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12";"MRMGLSYPKLTVCT-UHFFFAOYSA-N";"InChI=1S/C24H17F4NO4S2/c1-14-18-4-2-3-5-21(18)34-22(14)29(13-15-6-11-19(20(25)12-15)24(26,27)28)35(32,33)17-9-7-16(8-10-17)23(30)31/h2-12H,13H2,1H3,(H,30,31)";"False";"-1"
"CHEMBL3687390";"";"";"Small molecule";"";"576.57";"1";"1";"6.20";"96.80";"5";"1";"2";"8";"N";"0.25";"3.52";"0.73";"6.26";"2.89";"4";"MOL";"-1";"40";"7";"1";"2";"576.1342";"-0.98";"ACID";"C28H24F4N2O5S";"COC(C)(c1ccc(CN(c2ncc3ccccc3c2C)S(=O)(=O)c2ccc(C(=O)O)cc2)cc1F)C(F)(F)F";"GESHJINQXAQPQS-UHFFFAOYSA-N";"InChI=1S/C28H24F4N2O5S/c1-17-22-7-5-4-6-20(22)15-33-25(17)34(40(37,38)21-11-9-19(10-12-21)26(35)36)16-18-8-13-23(24(29)14-18)27(2,39-3)28(30,31)32/h4-15H,16H2,1-3H3,(H,35,36)";"False";"-1"
"CHEMBL3687402";"";"";"Small molecule";"";"584.62";"1";"1";"7.23";"96.80";"5";"1";"2";"9";"N";"0.22";"3.52";"1.03";"8.02";"4.65";"4";"MOL";"-1";"41";"7";"1";"2";"584.1593";"-0.85";"ACID";"C30H27F3N2O5S";"CC(C)c1nc(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)c(C2CC2)c2ccccc12";"VKQYXCTVOOVVDD-UHFFFAOYSA-N";"InChI=1S/C30H27F3N2O5S/c1-18(2)27-25-6-4-3-5-24(25)26(20-9-10-20)28(34-27)35(17-19-7-13-22(14-8-19)40-30(31,32)33)41(38,39)23-15-11-21(12-16-23)29(36)37/h3-8,11-16,18,20H,9-10,17H2,1-2H3,(H,36,37)";"False";"-1"
"CHEMBL3971179";"";"";"Small molecule";"";"394.42";"11";"42";"4.39";"63.40";"2";"1";"0";"6";"N";"0.67";"None";"None";"4.31";"4.31";"3";"MOL";"-1";"29";"4";"2";"0";"394.1493";"-1.04";"NEUTRAL";"C23H20F2N2O2";"C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1)[C@@H](C(N)=O)c1ccccc1";"NNXPFEMWLZLAHM-QVKFZJNVSA-N";"InChI=1S/C23H20F2N2O2/c1-15(18-12-19(24)14-20(25)13-18)27(23(29)17-10-6-3-7-11-17)21(22(26)28)16-8-4-2-5-9-16/h2-15,21H,1H3,(H2,26,28)/t15-,21-/m1/s1";"False";"-1"
"CHEMBL3904057";"";"";"Small molecule";"";"506.92";"5";"5";"3.80";"95.22";"8";"1";"1";"6";"N";"0.43";"7.91";"None";"4.66";"4.55";"4";"MOL";"-1";"34";"8";"1";"1";"506.0627";"-2.04";"NEUTRAL";"C22H17ClF2N4O4S";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(OC(F)F)c(Cl)c4)cs3)cccc2n(C)c1=O";"SHEZWPJUOWPXDN-UHFFFAOYSA-N";"InChI=1S/C22H17ClF2N4O4S/c1-28-15-5-3-4-12(18(15)19(31)29(2)22(28)32)9-17(30)27-21-26-14(10-34-21)11-6-7-16(13(23)8-11)33-20(24)25/h3-8,10,20H,9H2,1-2H3,(H,26,27,30)";"False";"-1"
"CHEMBL3908909";"";"";"Small molecule";"";"504.52";"5";"5";"3.45";"108.36";"9";"1";"1";"7";"N";"0.41";"7.91";"None";"3.88";"3.77";"4";"MOL";"-1";"35";"9";"1";"1";"504.1279";"-1.48";"NEUTRAL";"C23H22F2N4O5S";"CC(C)COc1c(F)cc(-c2csc(NC(=O)Cc3coc4c3c(=O)n(C)c(=O)n4C)n2)cc1F";"NBNOGVOWEZWSDX-UHFFFAOYSA-N";"InChI=1S/C23H22F2N4O5S/c1-11(2)8-33-19-14(24)5-12(6-15(19)25)16-10-35-22(26-16)27-17(30)7-13-9-34-21-18(13)20(31)28(3)23(32)29(21)4/h5-6,9-11H,7-8H2,1-4H3,(H,26,27,30)";"False";"-1"
"CHEMBL3922771";"";"";"Small molecule";"";"542.92";"5";"5";"4.04";"108.36";"9";"1";"1";"6";"N";"0.39";"7.91";"None";"4.11";"4.00";"4";"MOL";"-1";"36";"9";"1";"1";"542.0639";"-1.79";"NEUTRAL";"C22H18ClF3N4O5S";"Cc1oc2c(c1CC(=O)Nc1nc(-c3ccc(OCC(F)(F)F)c(Cl)c3)cs1)c(=O)n(C)c(=O)n2C";"FATUHOJCYPAYKH-UHFFFAOYSA-N";"InChI=1S/C22H18ClF3N4O5S/c1-10-12(17-18(32)29(2)21(33)30(3)19(17)35-10)7-16(31)28-20-27-14(8-36-20)11-4-5-15(13(23)6-11)34-9-22(24,25)26/h4-6,8H,7,9H2,1-3H3,(H,27,28,31)";"False";"-1"
"CHEMBL4076657";"";"";"Small molecule";"";"456.58";"1";"1";"6.00";"66.38";"6";"1";"1";"11";"N";"0.42";"9.91";"None";"6.09";"6.09";"2";"MOL";"-1";"33";"6";"1";"1";"456.2512";"0.96";"NEUTRAL";"C27H36O6";"C=CCc1cc(OC)c(OC(C)C(OC2CCCCC2)c2ccc(O)c(OC)c2)c(OC)c1";"IOMWMZXLSBIPLQ-UHFFFAOYSA-N";"InChI=1S/C27H36O6/c1-6-10-19-15-24(30-4)27(25(16-19)31-5)32-18(2)26(33-21-11-8-7-9-12-21)20-13-14-22(28)23(17-20)29-3/h6,13-18,21,26,28H,1,7-12H2,2-5H3";"False";"-1"
"CHEMBL4077565";"";"";"Small molecule";"";"514.70";"1";"1";"7.81";"66.38";"6";"1";"2";"19";"N";"0.15";"9.91";"None";"8.28";"8.28";"2";"MOL";"-1";"37";"6";"1";"2";"514.3294";"0.85";"NEUTRAL";"C31H46O6";"C=CCc1cc(OC)c(OC(C)C(OCCCCCCCCCC)c2ccc(O)c(OC)c2)c(OC)c1";"HWNPJGWMFAHTOD-UHFFFAOYSA-N";"InChI=1S/C31H46O6/c1-7-9-10-11-12-13-14-15-19-36-30(25-17-18-26(32)27(22-25)33-4)23(3)37-31-28(34-5)20-24(16-8-2)21-29(31)35-6/h8,17-18,20-23,30,32H,2,7,9-16,19H2,1,3-6H3";"False";"-1"
"CHEMBL4101022";"";"";"Small molecule";"";"273.33";"2";"3";"3.02";"42.68";"3";"0";"0";"6";"N";"0.81";"None";"None";"2.67";"2.67";"2";"MOL";"-1";"20";"4";"0";"0";"273.1365";"-1.28";"NEUTRAL";"C16H19NO3";"CCN(Cc1ccoc1)C(=O)COc1ccc(C)cc1";"WUACMDQPPKMITC-UHFFFAOYSA-N";"InChI=1S/C16H19NO3/c1-3-17(10-14-8-9-19-11-14)16(18)12-20-15-6-4-13(2)5-7-15/h4-9,11H,3,10,12H2,1-2H3";"False";"-1"
"CHEMBL5282295";"";"";"";"";"224.72";"3";"3";"3.45";"28.68";"2";"1";"0";"2";"N";"0.79";"12.43";"1.90";"3.67";"3.67";"2";"MOL";"-1";"14";"2";"1";"0";"224.0175";"-1.59";"NEUTRAL";"C10H9ClN2S";"CSc1cc(-c2ccc(Cl)cc2)[nH]n1";"NMFILWCOJGTBKF-UHFFFAOYSA-N";"InChI=1S/C10H9ClN2S/c1-14-10-6-9(12-13-10)7-2-4-8(11)5-3-7/h2-6H,1H3,(H,12,13)";"False";"-1"
"CHEMBL5283563";"";"";"";"";"262.33";"1";"1";"2.61";"53.43";"4";"1";"0";"3";"N";"0.92";"4.86";"None";"3.38";"1.80";"2";"MOL";"-1";"18";"4";"1";"0";"262.0776";"-1.61";"ACID";"C13H14N2O2S";"CCN(C)C(=O)c1sc(-c2ccccc2)nc1O";"YKPOBAHNECFWIP-UHFFFAOYSA-N";"InChI=1S/C13H14N2O2S/c1-3-15(2)13(17)10-11(16)14-12(18-10)9-7-5-4-6-8-9/h4-8,16H,3H2,1-2H3";"False";"-1"
"CHEMBL4079591";"";"";"Small molecule";"";"315.44";"3";"6";"3.66";"29.54";"3";"0";"0";"6";"N";"0.81";"None";"None";"3.94";"3.94";"2";"MOL";"-1";"22";"3";"0";"0";"315.1293";"-2.11";"NEUTRAL";"C18H21NO2S";"CCN(Cc1cccs1)C(=O)COc1ccc2c(c1)CCC2";"JELYUBMIURRRQY-UHFFFAOYSA-N";"InChI=1S/C18H21NO2S/c1-2-19(12-17-7-4-10-22-17)18(20)13-21-16-9-8-14-5-3-6-15(14)11-16/h4,7-11H,2-3,5-6,12-13H2,1H3";"False";"-1"
"CHEMBL4063252";"";"";"Small molecule";"";"285.41";"2";"3";"4.12";"20.31";"2";"0";"0";"5";"N";"0.76";"None";"None";"4.28";"4.28";"2";"MOL";"-1";"20";"2";"0";"0";"285.1187";"-1.78";"NEUTRAL";"C17H19NOS";"CCN(Cc1cccs1)C(=O)/C=C/c1ccc(C)cc1";"CLIXKVCPYYTQHA-ZHACJKMWSA-N";"InChI=1S/C17H19NOS/c1-3-18(13-16-5-4-12-20-16)17(19)11-10-15-8-6-14(2)7-9-15/h4-12H,3,13H2,1-2H3/b11-10+";"False";"-1"
"CHEMBL3682568";"";"";"Small molecule";"";"500.62";"1";"1";"5.86";"87.57";"4";"1";"2";"6";"N";"0.36";"3.52";"0.73";"6.54";"3.17";"4";"MOL";"-1";"36";"6";"1";"2";"500.1770";"-0.54";"ACID";"C29H28N2O4S";"Cc1c(N(Cc2ccc3c(c2)CCC3(C)C)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"TXMQIHYKAVMTEJ-UHFFFAOYSA-N";"InChI=1S/C29H28N2O4S/c1-19-25-7-5-4-6-23(25)17-30-27(19)31(36(34,35)24-11-9-21(10-12-24)28(32)33)18-20-8-13-26-22(16-20)14-15-29(26,2)3/h4-13,16-17H,14-15,18H2,1-3H3,(H,32,33)";"False";"-1"
"CHEMBL3687328";"";"";"Small molecule";"";"530.52";"1";"1";"5.79";"96.80";"5";"1";"2";"8";"N";"0.31";"3.52";"0.69";"6.82";"3.45";"4";"MOL";"-1";"37";"7";"1";"2";"530.1123";"-1.16";"ACID";"C26H21F3N2O5S";"CCc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"ZNKLWIDMMUZBQZ-UHFFFAOYSA-N";"InChI=1S/C26H21F3N2O5S/c1-2-22-23-6-4-3-5-19(23)15-30-24(22)31(16-17-7-11-20(12-8-17)36-26(27,28)29)37(34,35)21-13-9-18(10-14-21)25(32)33/h3-15H,2,16H2,1H3,(H,32,33)";"False";"-1"
"CHEMBL3687405";"";"";"Small molecule";"";"600.52";"1";"1";"6.84";"87.57";"5";"1";"2";"6";"N";"0.22";"3.52";"None";"6.60";"3.23";"5";"MOL";"-1";"39";"6";"1";"2";"578.0393";"-1.41";"ACID";"C26H14F5N2NaO4S2";"O=C([O-])c1ccc(S(=O)(=O)N(Cc2cc3c(F)cc(F)cc3s2)c2ncc3ccccc3c2C(F)(F)F)cc1.[Na+]";"HHQSMALBGPCZLG-UHFFFAOYSA-M";"InChI=1S/C26H15F5N2O4S2.Na/c27-16-9-21(28)20-11-17(38-22(20)10-16)13-33(39(36,37)18-7-5-14(6-8-18)25(34)35)24-23(26(29,30)31)19-4-2-1-3-15(19)12-32-24;/h1-12H,13H2,(H,34,35);/q;+1/p-1";"False";"-1"
"CHEMBL3235984";"";"";"Small molecule";"";"435.34";"6";"19";"4.85";"45.23";"2";"1";"0";"2";"N";"0.69";"11.28";"3.47";"4.26";"4.26";"2";"MOL";"-1";"30";"4";"1";"0";"435.1182";"-0.99";"NEUTRAL";"C19H16F7N3O";"C[C@H](NC(=O)N1CCc2cccnc2[C@H]1c1ccc(C(F)(F)F)c(F)c1)C(F)(F)F";"BFQHDZVFGYDEMD-MGPLVRAMSA-N";"InChI=1S/C19H16F7N3O/c1-10(18(21,22)23)28-17(30)29-8-6-11-3-2-7-27-15(11)16(29)12-4-5-13(14(20)9-12)19(24,25)26/h2-5,7,9-10,16H,6,8H2,1H3,(H,28,30)/t10-,16+/m0/s1";"False";"-1"
"CHEMBL3235961";"";"";"Small molecule";"";"421.42";"4";"4";"5.76";"56.13";"2";"1";"1";"2";"N";"0.57";"11.87";"None";"5.61";"5.61";"3";"MOL";"-1";"31";"4";"1";"1";"421.1402";"-1.55";"NEUTRAL";"C24H18F3N3O";"N#Cc1ccccc1NC(=O)N1CCc2ccccc2[C@H]1c1ccc(C(F)(F)F)cc1";"KUVCVJKESKLYAQ-JOCHJYFZSA-N";"InChI=1S/C24H18F3N3O/c25-24(26,27)19-11-9-17(10-12-19)22-20-7-3-1-5-16(20)13-14-30(22)23(31)29-21-8-4-2-6-18(21)15-28/h1-12,22H,13-14H2,(H,29,31)/t22-/m1/s1";"False";"-1"
"CHEMBL3900018";"";"";"Small molecule";"";"431.00";"4";"7";"4.63";"55.56";"4";"1";"0";"9";"N";"0.58";"None";"9.77";"4.25";"1.97";"3";"MOL";"-1";"28";"4";"2";"0";"394.1715";"-1.73";"BASE";"C23H27ClN2O2S";"Cc1cccc(COc2ccccc2C(=O)N(CCCN)Cc2cccs2)c1.Cl";"UDXGBANGPYONOK-UHFFFAOYSA-N";"InChI=1S/C23H26N2O2S.ClH/c1-18-7-4-8-19(15-18)17-27-22-11-3-2-10-21(22)23(26)25(13-6-12-24)16-20-9-5-14-28-20;/h2-5,7-11,14-15H,6,12-13,16-17,24H2,1H3;1H";"False";"-1"
"CHEMBL4550460";"";"";"Unknown";"";"348.48";"4";"4";"3.85";"74.60";"3";"2";"0";"5";"N";"0.74";"4.74";"None";"3.64";"1.04";"0";"MOL";"-1";"25";"4";"2";"0";"348.2301";"2.10";"ACID";"C21H32O4";"C/C=C(\C)[C@H]1C(C)=C[C@H]2C[C@@H](C)C[C@@H](C(=O)O)[C@@H]2[C@@]1(C)C(=O)CCO";"LCAKZDTYAJEGJC-QPYQJHIMSA-N";"InChI=1S/C21H32O4/c1-6-13(3)18-14(4)11-15-9-12(2)10-16(20(24)25)19(15)21(18,5)17(23)7-8-22/h6,11-12,15-16,18-19,22H,7-10H2,1-5H3,(H,24,25)/b13-6+/t12-,15-,16-,18+,19-,21+/m1/s1";"False";"-1"
"CHEMBL3577883";"";"";"Small molecule";"";"433.50";"1";"1";"6.14";"57.61";"3";"1";"1";"6";"N";"0.40";"4.03";"None";"5.95";"2.80";"4";"MOL";"-1";"31";"4";"1";"1";"433.1148";"-1.54";"ACID";"C25H20FNO3S";"C[C@H](c1ccc(F)cc1)N(Cc1cccc(C(=O)O)c1)C(=O)c1cc2ccccc2s1";"BJMKTEHRZVHMNO-MRXNPFEDSA-N";"InChI=1S/C25H20FNO3S/c1-16(18-9-11-21(26)12-10-18)27(15-17-5-4-7-20(13-17)25(29)30)24(28)23-14-19-6-2-3-8-22(19)31-23/h2-14,16H,15H2,1H3,(H,29,30)/t16-/m1/s1";"False";"-1"
